time,Value
150.66,2595.45458984375
150.68,2649.6064453125
150.7,2726.54663085938
150.72,2827.81494140625
150.73999,2953.5341796875
150.76,3098.18725585938
150.78,3254.277344
150.8,3415.197266
150.81999,3577.21435546875
150.84,3738.78833007813
150.86,3897.05981445313
150.87999,4046.92529296875
150.9,4186.4267578125
150.92,4317.298828
150.94,4437.923828
150.95999,4545.04638671875
150.98,4632.564453
151,4693.707031
151.01999,4728.93115234375
151.04,4741.7138671875
151.06,4733.41162109375
151.08,4710.52587890625
151.09999,4676.06787109375
151.12,4634.49560546875
151.14,4596.81689453125
151.16,4562.02392578125
151.18,4539.38623046875
151.2,4530.13232421875
151.22,4538.51708984375
151.23999,4567.5322265625
151.26,4611.7666015625
151.28,4671.7626953125
151.3,4755.3017578125
151.31999,4865.89013671875
151.34,4994.5263671875
151.36,5133.57861328125
151.37999,5276.77392578125
151.4,5414.888672
151.42,5543.285156
151.44,5659.66455078125
151.45999,5754.804688
151.48,5823.45166015625
151.5,5864.58740234375
151.51999,5872.152344
151.54,5846.85888671875
151.56,5795.60009765625
151.58,5721.6611328125
151.59999,5626.0810546875
151.62,5509.013672
151.64,5372.828125
151.66,5225.2607421875
151.68,5074.56396484375
151.7,4929.04052734375
151.72,4796.94091796875
151.73999,4683.654297
151.76,4596.35302734375
151.78,4538.86474609375
151.8,4510.30126953125
151.81999,4508.9931640625
151.84,4531.373047
151.86,4571.5224609375
151.87999,4623.46826171875
151.9,4681.93701171875
151.92,4740.2119140625
151.94,4789.904297
151.95999,4823.6591796875
151.98,4836.31201171875
152,4823.753906
152.01999,4782.71826171875
152.04,4710.18408203125
152.06,4604.82568359375
152.08,4466.94580078125
152.09999,4298.50341796875
152.12,4103.5595703125
152.14,3889.347656
152.16,3666.70434570313
152.18,3445.880859
152.2,3233.46337890625
152.22,3032.69360351563
152.23999,2846.52856445313
152.26,2678.84521484375
152.28,2532.335938
152.3,2408.1748046875
152.31999,2304.55151367188
152.34,2218.16064453125
152.36,2144.91333007813
152.37999,2079.80444335938
152.4,2018.74755859375
152.42,1958.15698242188
152.44,1895.6728515625
152.45999,1829.53918457031
152.48,1754.705078
152.5,1665.7490234375
152.51999,1560.50439453125
152.54,1437.09033203125
152.56,1294.96984863281
152.58,1134.98754882813
152.59999,957.362670898438
152.62,764.220092773438
152.64,560.404235839844
152.66,349.756439208984
152.68,136.383239746094
152.7,-74.88657379
152.72,-279.6212158
152.73999,-474.8417664
152.76,-660.6069946
152.78,-837.2129517
152.8,-1003.879211
152.81999,-1159.830811
152.84,-1301.701904
152.86,-1426.328735
152.87999,-1534.335205
152.9,-1629.05188
152.92,-1713.984619
152.94,-1793.838745
152.95999,-1872.248413
152.98,-1952.884521
153,-2040.100952
153.01999,-2136.68457
153.04,-2244.144043
153.06,-2361.959717
153.08,-2489.613037
153.09999,-2625.006104
153.12,-2765.707764
153.14,-2909.966309
153.16,-3057.801758
153.18,-3211.779785
153.2,-3371.253662
153.22,-3531.277832
153.23999,-3685.168701
153.26,-3826.085449
153.28,-3948.817383
153.3,-4049.8396
153.31999,-4128.70459
153.34,-4187.806152
153.36,-4231.938965
153.37999,-4267.017578
153.4,-4296.740234
153.42,-4325.083984
153.44,-4354.548828
153.45999,-4387.232422
153.48,-4424.277832
153.5,-4465.366211
153.51999,-4511.571777
153.54,-4564.366211
153.56,-4626.205078
153.58,-4699.583496
153.59999,-4787.33252
153.62,-4891.094727
153.64,-5007.942871
153.66,-5133.267578
153.68,-5260.296387
153.7,-5382.076172
153.72,-5494.886719
153.73999,-5596.351074
153.76,-5684.38916
153.78,-5761.693848
153.8,-5828.931152
153.81999,-5884.856934
153.84,-5931.855957
153.86,-5966.705078
153.87999,-5983.843262
153.9,-5986.588867
153.92,-5975.381836
153.94,-5949.267578
153.95999,-5917.302246
153.98,-5883.260742
154,-5848.522949
154.01999,-5821.834473
154.04,-5805.085449
154.06,-5796.749512
154.08,-5800.079102
154.09999,-5814.57666
154.12,-5837.458496
154.14,-5869.583984
154.16,-5909.231445
154.18,-5956.46582
154.2,-6014.360352
154.22,-6080.932617
154.23999,-6152.102051
154.26,-6222.522461
154.28,-6284.095215
154.3,-6331.42334
154.31999,-6359.679199
154.34,-6364.933594
154.36,-6347.854004
154.37999,-6310.333984
154.4,-6254.371094
154.42,-6181.369629
154.44,-6091.308594
154.45999,-5986.626465
154.48,-5870.164551
154.5,-5744.408203
154.51999,-5612.365234
154.54,-5476.455566
154.56,-5339.216797
154.58,-5203.17041
154.59999,-5071.900879
154.62,-4951.061523
154.64,-4842.758301
154.66,-4743.249512
154.68,-4650.305176
154.7,-4562.758789
154.72,-4479.04541
154.73999,-4397.730469
154.76,-4319.146973
154.78,-4244.736816
154.8,-4174.915039
154.81999,-4107.959473
154.84,-4039.089844
154.86,-3961.504395
154.87999,-3873.458252
154.9,-3776.267334
154.92,-3667.953613
154.94,-3545.397217
154.95999,-3407.995605
154.98,-3258.005127
155,-3100.125977
155.01999,-2938.600586
155.04,-2776.755127
155.06,-2617.72998
155.08,-2462.327637
155.09999,-2308.809082
155.12,-2155.108398
155.14,-2001.637939
155.16,-1853.18396
155.18,-1713.938354
155.2,-1583.587036
155.22,-1459.349731
155.23999,-1338.250366
155.26,-1217.416992
155.28,-1095.385498
155.3,-970.0268555
155.31999,-838.3782349
155.34,-698.5767822
155.36,-550.4009399
155.37999,-395.1464233
155.4,-235.5065002
155.42,-75.10165405
155.44,83.5508575439453
155.45999,239.879058837891
155.48,393.948608398438
155.5,546.643371582031
155.51999,699.420227050781
155.54,851.945068359375
155.56,1000.54858398438
155.58,1139.46215820313
155.59999,1266.06481933594
155.62,1381.90869140625
155.64,1488.61804199219
155.66,1586.949219
155.68,1677.19152832031
155.7,1763.02502441406
155.72,1851.70422363281
155.73999,1947.06262207031
155.76,2046.41833496094
155.78,2145.79663085938
155.8,2243.835938
155.81999,2340.16552734375
155.84,2433.78955078125
155.86,2522.26611328125
155.87999,2605.837891
155.9,2689.412109
155.92,2779.15698242188
155.94,2878.455078
155.95999,2986.22827148438
155.98,3101.56127929688
156,3223.58447265625
156.01999,3348.34301757813
156.04,3470.59643554688
156.06,3589.7314453125
156.08,3709.38232421875
156.09999,3832.31469726563
156.12,3958.52099609375
156.14,4081.11987304688
156.16,4192.26904296875
156.18,4291.08642578125
156.2,4379.97412109375
156.22,4457.3125
156.23999,4517.609375
156.26,4555.8408203125
156.28,4569.912109
156.3,4565.1416015625
156.31999,4552.5634765625
156.34,4540.513672
156.36,4535.30126953125
156.37999,4541.6826171875
156.4,4558.5400390625
156.42,4581.92529296875
156.44,4607.6533203125
156.45999,4637.24072265625
156.48,4676.65869140625
156.5,4729.4794921875
156.51999,4794.738281
156.54,4867.466797
156.56,4942.0185546875
156.58,5017.0556640625
156.59999,5095.2958984375
156.62,5174.912109
156.64,5247.01416015625
156.66,5302.27294921875
156.68,5334.28173828125
156.7,5338.4267578125
156.72,5315.38623046875
156.73999,5269.54931640625
156.76,5207.0048828125
156.78,5135.11474609375
156.8,5057.666016
156.81999,4973.01806640625
156.84,4881.322266
156.86,4786.7978515625
156.87999,4696.36474609375
156.9,4616.109375
156.92,4547.73291015625
156.94,4493.158203
156.95999,4455.5283203125
156.98,4437.6083984375
157,4437.90576171875
157.01999,4451.27197265625
157.04,4472.09375
157.06,4493.8701171875
157.08,4509.2490234375
157.09999,4509.029297
157.12,4485.919922
157.14,4436.82568359375
157.16,4367.21240234375
157.18,4285.7568359375
157.2,4186.44873046875
157.22,4070.23193359375
157.23999,3936.64135742188
157.26,3788.35107421875
157.28,3627.08862304688
157.3,3445.3798828125
157.31999,3245.69360351563
157.34,3041.60278320313
157.36,2846.30151367188
157.37999,2664.98803710938
157.4,2497.5205078125
157.42,2345.30639648438
157.44,2212.92749023438
157.45999,2100.11840820313
157.48,1998.85314941406
157.5,1899.11499023438
157.51999,1797.37841796875
157.54,1694.38696289063
157.56,1588.12170410156
157.58,1477.09582519531
157.59999,1362.892578
157.62,1249.79260253906
157.64,1138.304688
157.66,1019.5654296875
157.68,881.518920898438
157.7,717.85986328125
157.72,531.032104492188
157.73999,327.087066650391
157.76,111.418304443359
157.78,-110.1679077
157.8,-329.0994568
157.81999,-538.8059692
157.84,-737.4093628
157.86,-926.9310913
157.87999,-1110.291748
157.9,-1286.7323
157.92,-1456.045532
157.94,-1619.960571
157.95999,-1779.617188
157.98,-1932.581909
158,-2071.008301
158.01999,-2186.295654
158.04,-2277.083496
158.06,-2348.14209
158.08,-2407.871826
158.09999,-2465.316162
158.12,-2528.74585
158.14,-2604.639648
158.16,-2694.535156
158.18,-2795.437988
158.2,-2903.294434
158.22,-3015.641602
158.23999,-3133.656738
158.26,-3259.689453
158.28,-3392.993408
158.3,-3531.660645
158.31999,-3674.541992
158.34,-3819.410156
158.36,-3963.059082
158.37999,-4102.907227
158.4,-4236.617676
158.42,-4360.149414
158.44,-4468.365723
158.45999,-4556.174316
158.48,-4620.424316
158.5,-4664.845215
158.51999,-4696.442383
158.54,-4722.015625
158.56,-4745.753906
158.58,-4767.766602
158.59999,-4786.268555
158.62,-4800.19873
158.64,-4810.941406
158.66,-4824.303223
158.68,-4847.026367
158.7,-4883.744141
158.72,-4936.606934
158.73999,-5004.630859
158.76,-5086.98877
158.78,-5183.246582
158.8,-5294.080566
158.81999,-5418.662109
158.84,-5551.227051
158.86,-5685.76709
158.87999,-5812.426758
158.9,-5922.945313
158.92,-6015.596191
158.94,-6090.858398
158.95999,-6148.225098
158.98,-6187.70752
159,-6207.324707
159.01999,-6203.680664
159.04,-6178.079102
159.06,-6135.368164
159.08,-6079.483398
159.09999,-6016.924805
159.12,-5952.628906
159.14,-5886.833008
159.16,-5821.576172
159.18,-5761.045898
159.2,-5708.798828
159.22,-5670.399902
159.23999,-5649.699219
159.26,-5645.311035
159.28,-5657.687012
159.3,-5685.46582
159.31999,-5725.675781
159.34,-5778.226563
159.36,-5840.108398
159.37999,-5904.056641
159.4,-5964.006836
159.42,-6013.177246
159.44,-6043.964355
159.45999,-6054.760254
159.48,-6044.725098
159.5,-6010.847168
159.51999,-5953.612793
159.54,-5872.52832
159.56,-5764.632324
159.58,-5631.525391
159.59999,-5477.791992
159.62,-5307.891602
159.64,-5128.643066
159.66,-4946.402344
159.68,-4767.393555
159.7,-4597.600098
159.72,-4442.371582
159.73999,-4305.662109
159.76,-4187.868164
159.78,-4087.415039
159.8,-4002.094238
159.81999,-3929.449219
159.84,-3864.655029
159.86,-3802.806641
159.87999,-3742.077393
159.9,-3681.732178
159.92,-3619.941162
159.94,-3551.399658
159.95999,-3469.465576
159.98,-3369.706299
160,-3250.479736
160.01999,-3110.234863
160.04,-2948.299072
160.06,-2767.805908
160.08,-2574.099609
160.09999,-2372.12085
160.12,-2165.769043
160.14,-1957.419434
160.16,-1751.871948
160.18,-1555.67688
160.2,-1370.9823
160.22,-1195.787476
160.23999,-1031.821167
160.26,-883.401062
160.28,-751.0055542
160.3,-632.1150513
160.31999,-523.5452271
160.34,-423.2236633
160.36,-329.5535889
160.37999,-237.0132904
160.4,-136.8364105
160.42,-23.92892647
160.44,101.360908508301
160.45999,237.56819152832
160.48,386.227264404297
160.5,549.264404296875
160.51999,724.841430664063
160.54,911.710510253906
160.56,1110.76647949219
160.58,1322.29528808594
160.59999,1541.74719238281
160.62,1759.59948730469
160.64,1969.00244140625
160.66,2170.4521484375
160.68,2363.2392578125
160.7,2539.87036132813
160.72,2693.59619140625
160.73999,2825.21118164063
160.76,2941.75268554688
160.78,3047.99169921875
160.8,3143.02905273438
160.81999,3225.3193359375
160.84,3297.9736328125
160.86,3365.01733398438
160.87999,3425.12768554688
160.9,3476.10864257813
160.92,3522.03393554688
160.94,3573.32861328125
160.95999,3637.41625976563
160.98,3714.744141
161,3805.41723632813
161.01999,3912.39379882813
161.04,4038.410156
161.06,4179.22509765625
161.08,4324.181641
161.09999,4468.3095703125
161.12,4614.77490234375
161.14,4766.65576171875
161.16,4920.84130859375
161.18,5072.8369140625
161.2,5222.61376953125
161.22,5371.68505859375
161.23999,5516.642578
161.26,5647.55419921875
161.28,5755.1123046875
161.3,5836.1103515625
161.31999,5891.0625
161.34,5924.273438
161.36,5939.78857421875
161.37999,5941.1748046875
161.4,5937.14501953125
161.42,5936.49658203125
161.44,5939.68701171875
161.45999,5945.04345703125
161.48,5953.03564453125
161.5,5964.166016
161.51999,5981.138672
161.54,6003.259766
161.56,6024.697266
161.58,6046.12841796875
161.59999,6075.949219
161.62,6117.974609
161.64,6167.68701171875
161.66,6215.75537109375
161.68,6253.78466796875
161.7,6279.644531
161.72,6296.34033203125
161.73999,6303.33251953125
161.76,6302.736328
161.78,6301.2724609375
161.8,6301.43603515625
161.81999,6300.2763671875
161.84,6294.50732421875
161.86,6283.306641
161.87999,6267.287109
161.9,6245.25048828125
161.92,6209.580078
161.94,6154.22705078125
161.95999,6082.226563
161.98,6001.44580078125
162,5918.03125
162.01999,5834.00830078125
162.04,5751.05029296875
162.06,5672.498047
162.08,5597.80224609375
162.09999,5522.33837890625
162.12,5443.146484
162.14,5360.60205078125
162.16,5278.1591796875
162.18,5199.45458984375
162.2,5124.83642578125
162.22,5054.185547
162.23999,4986.85009765625
162.26,4917.75634765625
162.28,4840.6005859375
162.3,4751.138672
162.31999,4648.347656
162.34,4534.78466796875
162.36,4409.4951171875
162.37999,4270.16357421875
162.4,4117.13037109375
162.42,3954.04833984375
162.44,3785.57202148438
162.45999,3614.367188
162.48,3441.85864257813
162.5,3266.5380859375
162.51999,3085.53271484375
162.54,2898.26391601563
162.56,2708.22607421875
162.58,2522.35986328125
162.59999,2348.68603515625
162.62,2191.60278320313
162.64,2049.09887695313
162.66,1914.4970703125
162.68,1781.98693847656
162.7,1648.74340820313
162.72,1514.90417480469
162.73999,1381.01330566406
162.76,1245.332031
162.78,1105.57409667969
162.8,960.769836425781
162.81999,811.396789550781
162.84,658.829833984375
162.86,502.880157470703
162.87999,341.194305419922
162.9,169.762237548828
162.92,-15.2944622
162.94,-216.1604919
162.95999,-431.0509338
162.98,-654.2194214
163,-877.7695313
163.01999,-1097.431396
163.04,-1312.994263
163.06,-1526.1875
163.08,-1740.117554
163.09999,-1955.259399
163.12,-2171.565674
163.14,-2387.134766
163.16,-2596.818604
163.18,-2793.7146
163.2,-2971.554688
163.22,-3125.950195
163.23999,-3255.91748
163.26,-3365.179443
163.28,-3459.203613
163.3,-3546.484375
163.31999,-3634.707764
163.34,-3729.417725
163.36,-3834.738525
163.37999,-3950.021973
163.4,-4072.694824
163.42,-4197.84375
163.44,-4321.698242
163.45999,-4444.35498
163.48,-4569.22168
163.5,-4701.141113
163.51999,-4846.618164
163.54,-5005.606445
163.56,-5173.953125
163.58,-5346.334473
163.59999,-5515.786621
163.62,-5675.715332
163.64,-5822.6875
163.66,-5955.021484
163.68,-6073.770508
163.7,-6183.461426
163.72,-6287.054688
163.73999,-6387.915039
163.76,-6488.257813
163.78,-6586.739258
163.8,-6681.126465
163.81999,-6767.507324
163.84,-6843.200684
163.86,-6908.480469
163.87999,-6967.912598
163.9,-7029.294434
163.92,-7098.665527
163.94,-7180.619629
163.95999,-7276.686035
163.98,-7383.608398
164,-7494.447266
164.01999,-7602.134277
164.04,-7697.618164
164.06,-7777.268555
164.08,-7841.666992
164.09999,-7892.378418
164.12,-7933.881836
164.14,-7969.061035
164.16,-7998.783203
164.18,-8023.041016
164.2,-8039.562988
164.22,-8045.01123
164.23999,-8038.598145
164.26,-8020.487793
164.28,-7992.467285
164.3,-7957.796387
164.31999,-7919.681152
164.34,-7884.167969
164.36,-7856.277832
164.37999,-7837.668945
164.4,-7826.529297
164.42,-7818.948242
164.44,-7811.77002
164.45999,-7802.476074
164.48,-7789.79834
164.5,-7776.991211
164.51999,-7768.570313
164.54,-7766.15332
164.56,-7771.592773
164.58,-7782.966797
164.59999,-7793.541992
164.62,-7797.885254
164.64,-7791.583496
164.66,-7769.846191
164.68,-7730.826172
164.7,-7673.224121
164.72,-7592.54834
164.73999,-7488.189941
164.76,-7363.006836
164.78,-7219.147461
164.8,-7060.129883
164.81999,-6889.098633
164.84,-6706.735352
164.86,-6514.296875
164.87999,-6315.120117
164.9,-6119.554199
164.92,-5932.59082
164.94,-5760.023926
164.95999,-5604.665527
164.98,-5468.29248
165,-5349.888184
165.01999,-5243.82666
165.04,-5148.994141
165.06,-5065.725098
165.08,-4992.527344
165.09999,-4927.504883
165.12,-4866.990723
165.14,-4805.957031
165.16,-4739.330078
165.18,-4662.557617
165.2,-4573.561523
165.22,-4472.078125
165.23999,-4357.314941
165.26,-4227.69873
165.28,-4081.772949
165.3,-3922.837402
165.31999,-3757.662598
165.34,-3590.792725
165.36,-3422.924072
165.37999,-3251.579834
165.4,-3074.205078
165.42,-2887.552734
165.44,-2687.584229
165.45999,-2472.066406
165.48,-2243.111816
165.5,-2006.533813
165.51999,-1768.506958
165.54,-1531.871338
165.56,-1296.665649
165.58,-1062.721436
165.59999,-831.8242798
165.62,-605.6923218
165.64,-385.8071594
165.66,-175.1083679
165.68,24.9214687347412
165.7,215.054550170898
165.72,395.908935546875
165.73999,566.131713867188
165.76,723.773620605469
165.78,869.963806152344
165.8,1010.52923583984
165.81999,1153.61889648438
165.84,1307.03637695313
165.86,1475.20434570313
165.87999,1658.45861816406
165.9,1853.39953613281
165.92,2053.5537109375
165.94,2253.39794921875
165.95999,2450.83154296875
165.98,2646.9052734375
166,2843.80224609375
166.01999,3041.61645507813
166.04,3239.35571289063
166.06,3436.62866210938
166.08,3633.55053710938
166.09999,3828.13354492188
166.12,4016.7412109375
166.14,4197.1494140625
166.16,4365.98779296875
166.18,4521.0185546875
166.2,4663.66357421875
166.22,4798.34375
166.23999,4931.791016
166.26,5071.05615234375
166.28,5219.2216796875
166.3,5376.26513671875
166.31999,5541.529297
166.34,5714.15087890625
166.36,5892.6875
166.37999,6074.15380859375
166.4,6256.78857421875
166.42,6441.158203
166.44,6627.84228515625
166.45999,6814.71435546875
166.48,7000.1787109375
166.5,7183.73388671875
166.51999,7360.1064453125
166.54,7520.94580078125
166.56,7663.40673828125
166.58,7789.32275390625
166.59999,7902.900391
166.62,8007.79443359375
166.64,8105.939453
166.66,8196.474609
166.68,8280.787109
166.7,8365.109375
166.72,8449.3798828125
166.73999,8527.9560546875
166.76,8597.8935546875
166.78,8656.1123046875
166.8,8701.6904296875
166.81999,8737.216797
166.84,8763.886719
166.86,8785.0224609375
166.87999,8808.0166015625
166.9,8836.8720703125
166.92,8870.4033203125
166.94,8904.275391
166.95999,8937.509766
166.98,8974.6083984375
167,9018.6923828125
167.01999,9069.921875
167.04,9126.408203
167.06,9185.396484
167.08,9248.2236328125
167.09999,9314.3017578125
167.12,9375.8818359375
167.14,9426.9931640625
167.16,9465.490234
167.18,9488.976563
167.2,9494.3955078125
167.22,9474.705078
167.23999,9427.0205078125
167.26,9358.177734
167.28,9273.605469
167.3,9173.1923828125
167.31999,9055.8369140625
167.34,8920.535156
167.36,8770.2919921875
167.37999,8611.3623046875
167.4,8445.652344
167.42,8275.8662109375
167.44,8107.56396484375
167.45999,7943.1337890625
167.48,7783.33349609375
167.5,7626.5634765625
167.51999,7469.56005859375
167.54,7311.86083984375
167.56,7153.376953
167.58,6994.0224609375
167.59999,6833.66748046875
167.62,6671.87060546875
167.64,6507.5537109375
167.66,6342.42236328125
167.68,6179.0712890625
167.7,6015.9345703125
167.72,5850.38037109375
167.73999,5678.714844
167.76,5498.42138671875
167.78,5309.8974609375
167.8,5115.06982421875
167.81999,4916.42236328125
167.84,4716.85302734375
167.86,4518.5185546875
167.87999,4320.9248046875
167.9,4120.47216796875
167.92,3914.01879882813
167.94,3700.04052734375
167.95999,3478.11108398438
167.98,3247.63647460938
168,3006.953125
168.01999,2756.9365234375
168.04,2501.72705078125
168.06,2248.16284179688
168.08,2002.04211425781
168.09999,1764.63500976563
168.12,1534.42553710938
168.14,1309.11901855469
168.16,1086.12585449219
168.18,863.691345214844
168.2,641.350463867188
168.22,419.108428955078
168.23999,197.965270996094
168.26,-23.1452198
168.28,-246.5220184
168.3,-474.1876831
168.31999,-706.1498413
168.34,-942.2826538
168.36,-1184.369507
168.37999,-1435.810303
168.4,-1699.611084
168.42,-1974.955322
168.44,-2258.018066
168.45999,-2543.282715
168.48,-2824.483154
168.5,-3097.292725
168.51999,-3358.916992
168.54,-3607.061523
168.56,-3842.328613
168.58,-4065.457275
168.59999,-4277.575684
168.62,-4479.270508
168.64,-4671.178223
168.66,-4855.17627
168.68,-5033.502441
168.7,-5207.012695
168.72,-5375.799316
168.73999,-5539.790527
168.76,-5700.756348
168.78,-5863.580566
168.8,-6034.211426
168.81999,-6215.28418
168.84,-6407.152832
168.86,-6608.711914
168.87999,-6816.98584
168.9,-7028.657227
168.92,-7240.426758
168.94,-7448.100098
168.95999,-7650.080078
168.98,-7846.533203
169,-8038.011719
169.01999,-8227.55957
169.04,-8418.243164
169.06,-8611.439453
169.08,-8808.429688
169.09999,-9007.081055
169.12,-9201.321289
169.14,-9386.114258
169.16,-9556.65332
169.18,-9709.898438
169.2,-9844.679688
169.22,-9957.550781
169.23999,-10050.62109
169.26,-10125.31348
169.28,-10181.8584
169.3,-10223.72363
169.31999,-10249.46484
169.34,-10260.52246
169.36,-10262.67969
169.37999,-10258.84863
169.4,-10253.42578
169.42,-10253.31348
169.44,-10263.38184
169.45999,-10289.77148
169.48,-10337.66797
169.5,-10405.24707
169.51999,-10488.98535
169.54,-10586.3291
169.56,-10691.29395
169.58,-10798.13965
169.59999,-10903.21289
169.62,-11001.66309
169.64,-11089.71191
169.66,-11164.97461
169.68,-11225.06348
169.7,-11268.4043
169.72,-11294.63672
169.73999,-11303.09668
169.76,-11293.1748
169.78,-11264.25098
169.8,-11217.62012
169.81999,-11155.71777
169.84,-11081.83887
169.86,-11001.21973
169.87999,-10917.83887
169.9,-10829.98535
169.92,-10736.76855
169.94,-10637.50098
169.95999,-10530.43652
169.98,-10418.34668
170,-10302.81445
170.01999,-10181.71289
170.04,-10053.88965
170.06,-9919.430664
170.08,-9777.979492
170.09999,-9632.158203
170.12,-9485
170.14,-9336.52832
170.16,-9183.299805
170.18,-9024.006836
170.2,-8859.501953
170.22,-8691.625
170.23999,-8524.354492
170.26,-8362.061523
170.28,-8205.935547
170.3,-8054.479492
170.31999,-7906.091797
170.34,-7756.769531
170.36,-7603.489746
170.37999,-7446.458496
170.4,-7284.281738
170.42,-7112.972168
170.44,-6930.29834
170.45999,-6736.069336
170.48,-6530.911133
170.5,-6318.407715
170.51999,-6101.325195
170.54,-5879.37793
170.56,-5650.771484
170.58,-5413.59375
170.59999,-5165.230957
170.62,-4904.05957
170.64,-4632.25
170.66,-4354.33252
170.68,-4072.637207
170.7,-3788.635986
170.72,-3505.143311
170.73999,-3225.174072
170.76,-2949.749512
170.78,-2678.964844
170.8,-2413.597656
170.81999,-2153.563721
170.84,-1899.795898
170.86,-1653.68335
170.87999,-1415.879272
170.9,-1187.449707
170.92,-970.7711182
170.94,-766.6540527
170.95999,-571.7572632
170.98,-380.9196472
171,-191.3061218
171.01999,0.792681872844696
171.04,198.856307983398
171.06,406.103179931641
171.08,624.9199219
171.09999,853.256469726563
171.12,1088.88037109375
171.14,1332.66064453125
171.16,1586.92370605469
171.18,1853.76696777344
171.2,2132.585938
171.22,2421.04833984375
171.23999,2719.464844
171.26,3026.34350585938
171.28,3334.65747070313
171.3,3635.98681640625
171.31999,3924.62548828125
171.34,4199.6357421875
171.36,4458.73193359375
171.37999,4696.978516
171.4,4911.113281
171.42,5103.99072265625
171.44,5283.07080078125
171.45999,5455.5244140625
171.48,5625.51611328125
171.5,5795.04443359375
171.51999,5966.76806640625
171.54,6145.046875
171.56,6332.113281
171.58,6528.37451171875
171.59999,6735.06298828125
171.62,6953.26513671875
171.64,7179.86279296875
171.66,7406.84716796875
171.68,7628.09521484375
171.7,7841.17041015625
171.72,8045.58544921875
171.73999,8239.837891
171.76,8419.416016
171.78,8578.7783203125
171.8,8716.9541015625
171.81999,8837.486328
171.84,8942.7568359375
171.86,9033.7861328125
171.87999,9114.3603515625
171.9,9189.6435546875
171.92,9262.90625
171.94,9334.8427734375
171.95999,9406.1025390625
171.98,9481.34375
172,9564.3017578125
172.01999,9652.388672
172.04,9738.9384765625
172.06,9817.7001953125
172.08,9885.6064453125
172.09999,9943.0634765625
172.12,9989.441406
172.14,10026.1865234375
172.16,10057.77734
172.18,10087.818359375
172.2,10116.7744140625
172.22,10143.17578
172.23999,10165.79688
172.26,10188.6630859375
172.28,10216.076171875
172.3,10244.28516
172.31999,10267.0341796875
172.34,10281.4384765625
172.36,10288.99219
172.37999,10293.482421875
172.4,10296.072265625
172.42,10294.4736328125
172.44,10283.392578125
172.45999,10258.5654296875
172.48,10214.66016
172.5,10146.5380859375
172.51999,10054.4560546875
172.54,9944.6298828125
172.56,9823.011719
172.58,9691.998047
172.59999,9552.0947265625
172.62,9404.423828
172.64,9254.4658203125
172.66,9106.1298828125
172.68,8960.330078
172.7,8813.3544921875
172.72,8659.525391
172.73999,8495.3779296875
172.76,8319.136719
172.78,8133.3017578125
172.8,7944.1259765625
172.81999,7756.669922
172.84,7571.4169921875
172.86,7386.38330078125
172.87999,7196.759766
172.9,6999.51513671875
172.92,6795.259766
172.94,6584.35791015625
172.95999,6368.6474609375
172.98,6150.29345703125
173,5928.79541015625
173.01999,5703.02978515625
173.04,5474.429688
173.06,5247.0302734375
173.08,5023.55712890625
173.09999,4803.35986328125
173.12,4591.66552734375
173.14,4377.136719
173.16,4148.87255859375
173.18,3904.92065429688
173.2,3646.75537109375
173.22,3381.21166992188
173.23999,3108.55200195313
173.26,2828.58251953125
173.28,2542.62353515625
173.3,2254.72412109375
173.31999,1966.39880371094
173.34,1676.87292480469
173.36,1386.35021972656
173.37999,1098.40795898438
173.4,813.598083496094
173.42,527.520080566406
173.44,232.980911254883
173.45999,-73.06964874
173.48,-384.6376648
173.5,-696.7338867
173.51999,-1008.488647
173.54,-1322.874878
173.56,-1643.692627
173.58,-1972.843628
173.59999,-2309.41626
173.62,-2653.439453
173.64,-3002.744385
173.66,-3350.510498
173.68,-3688.564209
173.7,-4011.26123
173.72,-4316.540039
173.73999,-4602.945801
173.76,-4868.331055
173.78,-5113.234375
173.8,-5341.92334
173.81999,-5562.294922
173.84,-5781.272461
173.86,-6002.259277
173.87999,-6225.748535
173.9,-6451.84375
173.92,-6679.750488
173.94,-6909.81543
173.95999,-7143.012207
173.98,-7381.257813
174,-7630.216309
174.01999,-7893.274902
174.04,-8170.285156
174.06,-8458.352539
174.08,-8750.742188
174.09999,-9040.31543
174.12,-9320.472656
174.14,-9584.939453
174.16,-9832.271484
174.18,-10063.17676
174.2,-10278.42383
174.22,-10480.69336
174.23999,-10669.99902
174.26,-10847.35547
174.28,-11014.25391
174.3,-11167.48242
174.31999,-11304.54297
174.34,-11424.01367
174.36,-11525.5752
174.37999,-11611.39844
174.4,-11686.25
174.42,-11756.68652
174.44,-11828.26953
174.45999,-11903.87695
174.48,-11981.83301
174.5,-12057.09766
174.51999,-12126.77246
174.54,-12190.2832
174.56,-12248.30176
174.58,-12302.94629
174.59999,-12356.63867
174.62,-12412.31543
174.64,-12473.14941
174.66,-12540.09277
174.68,-12610.89648
174.7,-12682.02832
174.72,-12750.06152
174.73999,-12808.87695
174.76,-12853.74023
174.78,-12883.34766
174.8,-12897.07715
174.81999,-12896.77246
174.84,-12885.16699
174.86,-12860.36719
174.87999,-12819.81641
174.9,-12764.29395
174.92,-12692.87207
174.94,-12605.8252
174.95999,-12508.08301
174.98,-12402.61523
175,-12292.39551
175.01999,-12185.62402
175.04,-12087.0293
175.06,-11998.06348
175.08,-11921.02832
175.09999,-11852.32617
