airfoil 
    Dummy header 
    1.0      Number of airfoil tables in this file 
    9990000000.0     Table ID parameter (Reynolds number in millions).  For efficiency. make very large if only one table. 
    8.000000     Stall angle (deg) 
    0.0     No longer used, enter zero 
    0.0     No longer used, enter zero 
    0.0     No longer used, enter zero 
    -2.90878794935     Zero Cn angle of attack (deg) 
    6.04295793275     Cn slope for zero lift (dimensionless) 
    1.04507503434     Cn extrapolated to value at positive stall angle of attack 
    -0.72     Cn at stall value for negative angle of attack 
    -2.000000     Angle of attack for minimum CD (deg) 
    0.010300     Minimum CD value 
-180.000 -0.094088 0.074140 -0.050750
-179.000 -0.060201 0.075083 -0.023762
-178.000 -0.026314 0.076035 0.003172
-177.000 0.009155 0.078873 0.031033
-176.000 0.044658 0.081626 0.058921
-175.000 0.082088 0.086078 0.078190
-174.000 0.119482 0.090440 0.088458
-173.000 0.158562 0.096130 0.111839
-172.000 0.197647 0.101830 0.128951
-171.000 0.234629 0.108941 0.146552
-170.000 0.271611 0.116068 0.164642
-169.000 0.293571 0.124136 0.177843
-168.000 0.315203 0.132215 0.188599
-167.000 0.332574 0.141241 0.196910
-166.000 0.348965 0.150277 0.206199
-165.000 0.356315 0.160012 0.209133
-164.000 0.362054 0.167798 0.211089
-163.000 0.367672 0.176725 0.210111
-162.000 0.371236 0.186502 0.203266
-161.000 0.374414 0.195855 0.198866
-160.000 0.375104 0.204357 0.193977
-159.000 0.377295 0.214530 0.192021
-158.000 0.381115 0.226036 0.192021
-157.000 0.390763 0.240206 0.193488
-156.000 0.403551 0.254491 0.195443
-155.000 0.421833 0.270486 0.197399
-150.000 0.468459 0.338150 0.203755
-145.000 0.502505 0.408635 0.211292
-140.000 0.506087 0.492674 0.219418
-135.000 0.500092 0.576138 0.225512
-130.000 0.481405 0.658384 0.236347
-125.000 0.447559 0.736288 0.243119
-120.000 0.400752 0.808862 0.245828
-115.000 0.342298 0.878038 0.241765
-110.000 0.275283 0.940148 0.234993
-105.000 0.202193 0.988827 0.226867
-100.000 0.126114 1.015741 0.214511
-95.000 0.049905 1.025457 0.206688
-90.000 -0.023390 1.029344 0.196421
-85.000 -0.092968 1.027123 0.183709
-80.000 -0.158366 1.015741 0.165131
-75.000 -0.217158 0.990700 0.146552
-70.000 -0.270528 0.950760 0.132374
-65.000 -0.320522 0.901760 0.120151
-60.000 -0.369083 0.836696 0.106950
-55.000 -0.418584 0.760483 0.097794
-50.000 -0.470030 0.670139 0.085066
-45.000 -0.498392 0.595157 0.070870
-40.000 -0.525020 0.526141 0.055449
-35.000 -0.552296 0.451488 0.041987
-30.000 -0.574398 0.365805 0.031951
-28.000 -0.595181 0.289092 0.028280
-26.000 -0.620793 0.253540 0.024608
-24.000 -0.657061 0.223613 0.020202
-22.000 -0.697881 0.197437 0.016531
-20.000 -0.727613 0.175717 0.013593
-18.000 -0.764960 0.113644 0.007964
